id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F22600	274.2584	511.2	508.26	514.41	8660	342684889	1	0.96	27622	15	24282189	24054092	24644601	23075612	22526294	20251066	24694882	23729207	25230923	22814459	23877581	19382655	18076694	23195468	22873166
F22601	274.2616	511.2	508.8	514.41	8661	237923397	1	0.96	1257	15	15574971	15931163	14441282	14787143	17078531	16010588	15987916	18430744	15499477	17983303	14768233	15757816	15692245	16803467	13198518
F22620	165.0624	285.99	282.78	288.93	4907	4775540	0.84	0.76	3	15	338292	484405	382565	257285	398201	224227	247834	194764	460514	179384	343296	388437	312715	210261	392550
F22629	165.0624	382.55	380.66	384.15	4907	1885299	0.76	0.94	3	14	79301	271838	147292	155179	0	111892	175008	32473	196292	110347	143377	36746	184889	102006	154442
F22631	165.0624	388.97	387.63	391.93	4907	2130769	0.75	0.74	3	14	138039	234945	154422	163967	122095	78293	61932	0	128564	70703	245345	78165	132543	216408	287668
F22632	165.0624	395.94	392.73	397.55	4907	2227004	0.76	0.71	3	15	165491	287760	70565	206778	81449	79374	166890	88111	264800	136614	113023	190434	39320	149311	160340
F22634	165.0624	402.9	399.69	404.77	4907	3240852	0.79	0.89	4	15	345939	288901	375379	123825	312529	212204	198716	88093	361718	88096	213923	165478	201994	125405	131946
F22637	165.0624	418.14	416.8	421.08	4907	2419005	0.74	0.82	3	14	108510	274923	218073	116820	216048	146902	0	151952	127257	158288	116160	116876	189039	142960	280562
F22638	165.0624	426.7	424.29	428.84	4907	1727991	0.74	0.81	3	14	144711	118783	236028	161087	101812	0	289923	96567	154657	88078	52074	43746	55408	71664	86670
F22639	165.0624	431.78	428.84	434.18	4907	1842898	0.73	0.91	3	14	104238	243777	165941	195003	90493	86895	0	109745	136149	169780	38662	150601	168812	163821	46414
F22642	165.0624	488.2	484.99	490.88	4907	2821381	0.76	0.86	4	14	273792	247042	171216	238444	247623	198597	71844	122226	127051	0	325586	85871	310995	286445	193023
F22650	231.0781	440.87	438.2	444.08	7167	16719959	1	0.86	245	12	1399920	1137030	1391272	0	1405792	1437693	1011943	0	1299671	0	1402787	1741239	1461488	1498903	1555221
F22651	231.0781	537.14	535.81	538.75	7167	2028656	0.93	0.75	342	12	227675	250297	178705	0	275041	271997	106045	0	243910	0	89024	123367	44482	62181	167932
F22671	231.084	123.86	121.45	126.8	7168	24445076	0.91	0.88	11	14	1320236	1315853	1393071	1253076	1640896	1760165	3349385	1391700	2074937	679119	1525925	3241161	0	1950191	1786551
F22679	231.0982	52.73	51.66	55.13	7170	33550581	1	0.87	3019	15	4727280	1810536	1914101	2801448	2586557	40245	1165989	847444	5844792	1286710	2379032	2665734	2620380	2831865	42468
F22693	231.1078	288.93	281.71	293.21	7171	33570700	1	0.87	1497	15	2092947	2050486	2053055	2420754	2433000	2291014	2222219	2414887	2001165	2540377	2219140	2464850	2112116	2123146	2045271
F22695	274.2816	472.16	470.82	472.96	8664	1266533	0.77	0.96	27	6	0	0	0	0	239072	235686	0	0	0	271194	0	255598	245318	87896	0
F22696	274.2816	475.9	472.96	479.11	8664	4593222	0.82	0.71	34	11	82754	0	108118	278852	543743	365973	416511	697469	0	506517	0	344841	562670	684513	0
F22697	274.2816	524.04	521.9	526.98	8664	8125633	0.79	0.87	19	12	468915	1173871	0	1314003	1652959	271814	496300	464206	0	543107	459809	140553	140772	999515	0
F22698	274.2816	531.53	529.12	533.13	8664	3739983	0.82	0.71	13	9	0	0	0	213927	546618	335910	146302	598523	0	426893	0	359820	792113	477536	0
F22699	274.2816	535.54	533.13	536.88	8664	3763699	0.81	0.87	14	9	0	0	0	275497	821003	346877	79224	485266	0	425040	0	360967	370223	508796	0
F22700	274.2816	538.21	536.88	539.02	8664	2261346	0.82	0.93	12	13	101335	187232	164706	259478	362209	0	78827	223821	104662	59859	162549	0	290498	74630	96850
F22701	274.2816	539.28	539.02	540.62	8664	3922903	0.82	0.75	12	12	0	93156	91567	222812	402113	164382	169528	109387	82810	145506	0	60298	120138	261053	0
F22702	274.2816	541.96	540.62	544.63	8664	4173245	0.81	0.74	14	13	0	248311	444902	587163	557441	260855	546380	247642	0	197799	384978	133205	308161	289503	103787
F22719	274.2863	511.47	508.8	514.68	8665	241555287	1	0.93	5707	15	17821153	19283124	18536932	18896468	12715581	13967196	18130024	13860146	18330839	11832916	18382655	13439429	14005227	15761885	16614712
F22720	274.2895	511.2	508.26	514.41	8666	356910567	1	0.97	27324	15	23682432	26489190	24232076	24774959	23589917	21790910	24136638	24012085	24556359	23442178	24465852	21260825	22838657	24078444	23584045
F22721	274.294	511.47	508.53	514.68	8667	111454019	1	0.92	8945	15	8329409	8811725	8472100	7995420	6359330	6004839	8317470	5537767	8678297	6515312	7757937	5722641	6651130	8402102	7922540
F22722	274.2984	510.93	509.06	514.14	8668	41847409	1	0.91	4332	14	2000052	2766506	2356815	3276415	3268649	2661726	2240925	3866174	2863481	3887678	3893912	0	2429656	4104227	2251193
F22723	274.3026	511.74	509.33	514.14	8669	6816565	1	0.98	701	5	1225375	0	0	1216392	1427301	0	0	0	0	1188697	0	0	1777807	0	0
F22724	274.5778	475.64	473.76	478.58	8670	21187881	1	0.87	98	15	1234322	1577540	1809025	1585177	1304014	1549876	1083021	1841862	1562603	760370	1363156	1450623	1189524	1531715	1364053
F22725	274.6134	537.14	534.2	540.35	8671	506778056	1	0.99	42763	15	36344032	31691653	37492591	39085909	38652375	37796471	21342329	43821451	40535596	28107606	29845529	29787448	29545918	28212718	33788227
F22747	274.6629	690.16	687.48	693.36	8672	126828377	1	0.97	10823	15	9148567	7756049	9294940	9371179	8989093	8601747	10169467	6839750	5940077	7942969	10459230	8034827	6670803	9018384	9204455
F22750	274.7319	511.47	509.33	513.61	8674	15962926	1	0.92	1458	12	1540342	0	587815	1263413	1865272	1553687	1175304	1168839	0	1618236	1142728	1406916	1606875	1050499	0
F22760	274.7918	40.43	39.36	42.03	8675	20432107	1	0.97	5659	7	0	0	0	2228279	2421453	2336761	3243622	0	3667459	3244517	3301016	0	0	0	0
F22761	274.8733	39.09	37.48	40.16	8677	94402526	1	0.99	4656	15	12932224	5215988	4568998	4423186	4576231	4139810	223137	807526	4043057	1036667	1304325	9902106	7977755	16067951	17194565
F22775	274.9418	38.02	34.81	39.62	8681	24393598	1	0.98	143	15	2078268	1035653	1860195	1878400	2226785	2106155	1432007	1064230	2359439	1120474	1834327	1471645	931783	1255953	1854413
F22777	231.1249	365.42	363.81	367.29	7173	5491004	1	0.83	899	15	456040	349048	192157	250099	212874	315365	650771	321049	238530	507596	683911	419232	446209	270183	254206
F22778	231.1249	377.18	375.85	378.79	7173	2783679	1	0.81	449	13	0	0	111574	159519	260267	358014	256975	413266	48340	313520	205879	246329	223859	196386	97514
F22779	231.1249	423.22	420.81	425.89	7173	22730972	1	0.96	2152	15	1097559	562369	1255718	1611514	1733516	1883185	1451888	1539496	1385619	1747440	1363387	2131546	1678878	1738844	1406237
F22780	231.1249	429.64	427.77	432.85	7173	20916912	1	0.97	1394	15	1264897	984648	1358903	1429132	1732244	1910031	1358229	1255731	835291	1708741	1394006	1724498	1985154	1077457	1016603
F22782	274.9497	36.68	33.74	38.82	8682	11915439	1	0.76	6	11	1193232	1300678	0	0	1104897	1011305	945403	667936	1340635	0	1039817	1270465	910893	0	1150178
F22825	231.1429	649.19	645.98	652.4	7176	1262481202	1	0.99	3786	15	137023824	118028992	139120966	131934171	142011362	135404524	140156389	111528538	112755162	111416378	160367409	138927242	101548879	119371125	140958819
F22826	274.9904	41.23	39.36	43.37	8684	4598228	1	0.99	583	7	606816	579823	0	0	0	0	784297	823534	663146	671062	495742	0	0	0	0
F22827	231.1703	146.06	143.38	148.2	7178	2191054	1	0.93	52	5	378726	0	0	0	0	0	0	0	284385	0	183254	331756	0	0	1042831
F22828	231.1703	152.74	150.07	154.35	7178	2099584	1	0.9	55	5	410175	0	0	0	0	0	0	0	678322	0	212636	383871	0	0	489826
F22829	231.1703	156.49	154.35	159.7	7178	4008491	1	0.95	98	5	806005	0	0	0	0	0	0	0	1100902	0	828797	987246	0	0	360444
F22830	231.1703	342.69	341.62	345.09	7178	908795	0.96	0.96	155	5	346305	0	0	0	0	0	0	0	62503	0	277486	144546	0	0	121306
F22834	231.2457	514.95	512	518.15	7181	122655784	1	0.95	1449	15	6335103	8165931	7830261	7535592	9942631	10243605	7551684	7413793	8081928	8629215	6484752	8799992	9343692	8576635	7744970
F22835	165.0759	544.63	541.96	547.57	4912	24546116	1	0.98	2306	14	2024012	0	1811182	1778065	2051806	1757296	1605567	1764712	1297816	1830254	2010243	1541478	2068252	1625063	1402370
F22836	275.0091	667.41	665.27	670.35	8686	20047082	1	0.95	1845	10	550263	1977011	1796135	1414141	1756879	1772108	0	1630023	0	3971987	0	1060138	0	4138397	0
F22837	275.0204	44.97	43.1	48.18	8687	30773831	1	0.96	3495	15	1705420	1940598	2179756	1843748	2176053	2170490	2212826	3413712	1181724	2134612	2494978	1563678	2458455	2077083	1443119
F22839	231.2511	514.68	511.47	517.89	7182	1285145587	1	0.98	41	15	340704958	350348260	336526685	341956860	341050762	339213843	346209407	336505902	344036819	343424458	346458742	338926330	337861800	337691451	348982566
F22840	231.5073	51.39	50.05	52.73	7183	744470	1	1	132	2	0	0	0	0	0	0	0	0	0	0	0	0	377204	0	378270
F22841	275.0375	47.65	46.31	50.05	8689	1478758	1	0.97	204	3	385979	0	0	0	0	0	0	561645	0	0	0	0	549962	0	0
F22842	231.6445	648.93	645.98	652.13	7186	452906696	1	0.98	36533	15	32360278	26772777	30948195	31584132	32296514	32732471	30828015	25474554	29416414	24970606	39211261	32148919	23477704	27054003	33654853
F22843	275.0466	620.58	618.71	622.72	8690	1998261	1	0.94	196	3	0	0	0	676515	0	0	691271	0	0	0	0	0	0	656761	0
F22844	231.9385	40.69	39.36	42.03	7187	13474255	1	0.99	2670	12	1708961	708453	1078513	764760	896966	837645	0	0	783587	0	560906	1565510	1283852	1814155	1481947
F22845	231.9565	41.76	39.36	43.64	7188	2706093	1	0.99	337	4	0	0	0	0	0	0	0	715075	0	563543	0	0	618508	825974	0
F22876	125.0403	613.09	609.88	615.77	3363	2469021	0.71	0.76	3	11	275080	193391	333623	202306	0	33795	374421	0	473269	25033	347205	0	0	33686	221227
F22885	275.068	203.55	200.61	205.96	8691	3494883	1	1	357	7	441880	605977	420236	615599	0	0	479012	0	376130	0	0	0	0	577058	0
F22886	275.068	460.93	459.06	463.87	8691	1314467	0.97	0.96	34	7	236088	242841	106330	225192	0	0	45390	0	233767	0	0	0	0	265755	0
F22887	275.068	537.41	535.54	539.55	8691	2386031	1	0.99	322	7	456391	153167	416033	587353	0	0	95460	0	498479	0	0	0	0	176931	0
F22889	275.089	432.85	430.44	436.06	8694	24111561	1	0.93	2308	13	0	1616696	1853680	1660982	1732938	1577091	12612031	57993	202495	237311	501362	0	55132	1796484	229366
F22891	275.0955	44.17	43.37	47.11	8695	10650841	1	0.78	1098	12	1464970	993531	662241	560211	824539	753847	1227279	1298820	1233643	0	333810	716306	0	0	596644
F22892	275.0955	49.25	47.11	52.19	8695	5706589	1	0.93	557	12	816586	404717	284378	512340	647963	461557	433615	444633	622405	0	254529	269882	0	0	573984
F22893	275.1041	371.84	369.7	373.71	8696	1491643	1	0.97	130	3	0	0	0	0	0	0	0	551815	0	0	454149	0	0	545870	0
F22895	275.1101	148.46	145.25	151.67	8697	99424385	0.84	0.8	69	15	6189812	7720994	6058851	6187193	6401869	6726307	9262084	5610980	8469637	1666872	7443451	8421534	3604133	7930341	7800187
F22897	275.1158	402.36	399.15	405.57	8698	66542587	1	0.97	2518	15	3779310	4431041	4464903	4523119	4364676	4293029	4485686	4319832	4397882	4553520	4753335	4994257	4205911	4806190	4194896
F22898	275.1158	536.88	534.47	540.09	8698	118231172	1	0.98	10592	14	8506946	7503052	9869464	9314664	11129248	0	5302697	11406935	9495415	7316745	7367695	8171365	6863414	6863551	8870424
F22902	275.1248	403.43	400.76	406.64	8699	14843453	0.92	0.96	152	15	1011404	1044912	1178539	956584	1126414	1026745	1001001	1025508	933225	841613	958640	1031914	765833	958392	1005729
F22906	165.1029	655.08	652.67	657.48	4915	1569118	1	0.81	181	5	104630	0	0	0	386029	0	601401	0	0	0	337339	0	0	0	248917
F22920	232.0129	53.53	50.32	56.74	7192	97173924	1	0.95	200	15	5543078	6653555	6169145	6391156	6779518	6456822	3602877	3901348	9092677	7496203	6415529	6932282	5683989	8965769	7236883
F22921	232.0129	76.26	73.05	79.2	7192	15708371	0.98	0.92	23	15	1246661	1085655	1042797	1083146	966533	1033994	325342	246454	1498251	638470	1255124	1446272	893837	1663847	1305988
F22922	232.0361	55.13	52.99	57.27	7193	14587232	1	0.95	342	8	1929929	0	1406149	1589902	0	0	0	0	1144043	0	0	3231838	1591941	1152705	2640132
F22927	275.1465	177.35	174.14	180.55	8700	298808601	1	0.98	111	15	19371551	21870695	19527265	19787054	20799274	21236259	21828204	19874783	21747805	5827455	21969543	21093171	18718221	21694487	22376654
F22939	232.0669	36.15	33.47	37.75	7196	1096990	1	0.99	122	2	0	0	435751	0	0	0	0	0	685600	0	0	0	0	0	0
F22940	232.083	53.26	50.05	56.2	7198	4457770	1	0.88	536	2	0	1966319	0	0	0	0	0	0	2515637	0	0	0	0	0	0
F22941	232.0864	424.29	421.62	426.96	7199	1388988	0.71	0.94	107	2	0	0	0	0	0	0	1178802	0	0	0	0	0	0	231195	0
F22942	232.0864	531.79	528.58	535	7199	6159612	0.94	0.93	386	7	0	546816	0	0	0	791124	1352259	0	0	0	867660	0	729550	992710	953467
F22945	275.1617	478.84	475.64	480.72	8701	13129044	0.72	0.9	17	15	1003753	812760	733556	990513	789214	745295	1111855	723656	1165270	885406	1061818	661845	767130	850004	846969
F22946	275.1617	484.46	481.25	487.67	8701	37368830	0.95	0.94	41	15	2617365	2501320	2381513	2568423	2578774	2368928	2243633	2439610	2412882	3305440	2568665	2227067	2548444	2265490	2366276
F22948	275.1617	537.14	533.93	540.35	8701	220517274	1	0.99	301	15	10220300	14933004	15354268	15520081	15282429	15006608	15872458	12167487	12295303	18668809	18305775	13159963	15791860	15755739	11652673
F22953	275.1642	690.69	688.02	692.83	8702	11563918	1	0.91	1230	10	0	0	876664	1469942	1212926	1472592	1135049	994260	689428	920308	1788995	1109309	0	0	0
F22955	165.1172	931.52	929.11	933.39	4920	1610555	0.84	0.81	8	8	217779	233964	126360	0	0	0	501467	58076	173978	0	192444	0	0	0	174149
F22957	165.1172	939.27	937.67	941.41	4920	1839854	0.84	0.71	7	10	170678	258226	315672	138683	93800	0	82405	127566	310592	0	143915	0	0	0	202670
F22958	165.1172	943.02	941.41	944.35	4920	1598923	0.84	0.75	8	8	258443	111196	303686	372574	108855	0	113072	0	0	0	67428	0	0	0	282258
F22959	165.1172	947.83	945.16	948.9	4920	3051172	0.83	0.76	12	10	63753	295423	508951	159250	284761	0	668182	74619	291014	0	661708	0	0	0	204128
F22960	165.1172	952.11	948.9	955.05	4920	5215460	0.84	0.78	13	10	538581	764328	510285	497080	234207	0	631632	65443	984659	0	659982	0	0	0	396578
F22961	165.1172	957.72	957.19	958.79	4920	1085217	0.84	0.83	7	8	91645	389966	117408	102982	196527	0	105917	114107	122381	0	0	0	0	0	0
F22962	165.1172	961.47	960.4	962.81	4920	1704941	0.83	0.93	10	8	172681	183929	83088	222308	0	0	180567	127899	221781	0	481678	0	0	0	0
F22968	165.1172	989.01	987.94	990.35	4920	3476853	0.85	0.85	10	10	270840	355860	401973	295058	231376	0	355435	159562	398684	0	100625	0	0	0	577128
F22969	275.1689	646.52	643.31	649.73	8703	1115836829	1	0.98	44665	15	75467668	67562588	78147058	76557748	77319371	80240601	81179061	66104092	70694039	69198366	97151563	77938518	55043330	72243614	71014212
F22970	232.1002	342.42	339.21	344.02	7200	10931348	0.75	0.92	21	5	0	0	0	911374	605779	740419	0	0	0	0	0	3377012	2489256	0	0
F22971	232.1002	344.56	345.63	347.77	7200	6274387	0.73	0.89	19	5	0	0	0	227214	388041	217586	0	0	0	0	0	1313553	1145310	0	0
F22975	275.1978	943.02	941.95	944.35	8704	542152	0.86	0.96	5	8	60441	59547	56221	96564	72727	59082	58317	0	69451	0	0	0	0	0	0
F22976	275.1978	945.69	944.35	948.63	8704	1351544	0.89	0.82	7	11	102350	164085	189504	0	212380	143955	66679	60383	147892	0	140778	0	0	70954	66146
F22977	275.1978	949.7	948.63	951.57	8704	774529	0.86	0.75	5	8	0	241792	0	70149	64935	61842	56273	0	0	0	0	59115	0	138765	56872
F22979	275.1978	957.19	955.85	958.79	8704	1437536	0.9	0.89	9	8	0	346345	63927	93168	295192	225042	127253	0	0	0	154467	0	0	0	124727
F22980	275.1978	960.13	958.79	961.74	8704	1668426	0.9	0.83	10	9	177302	0	73501	108587	468231	78265	0	0	305633	0	70795	0	0	261812	154607
F22981	275.1978	963.87	961.74	964.94	8704	2112855	0.89	0.88	12	12	184061	0	294596	161834	234554	129969	273014	72620	180204	0	70795	85705	0	226885	322185
F22982	275.1978	967.08	964.94	968.42	8704	2322491	0.9	0.94	11	12	148641	141698	228921	230096	175992	211008	342169	0	172228	0	202551	206364	0	135148	184627
F22983	275.1978	971.9	969.49	972.97	8704	3421123	0.86	0.78	17	12	457925	376142	164010	161781	403503	67729	312981	302230	434927	0	0	236892	0	176250	278642
F22984	275.1978	979.12	976.18	980.72	8704	5437642	0.85	0.76	19	13	530089	140023	442593	455613	373029	195586	432311	312238	147495	0	500393	439288	0	483758	745043
F22986	275.1978	988.21	985.27	990.35	8704	7305378	0.88	0.82	22	13	384765	440287	734334	542261	539559	400002	874900	586376	603991	0	564527	363452	0	391000	596377
F22987	232.129	52.99	51.12	56.2	7202	14874712	1	0.82	173	15	331726	1357522	616460	964366	929344	642766	1107226	1997068	190282	1808790	1647734	406162	1659923	397882	837461
F22989	232.129	129.48	127.07	131.62	7202	16688345	0.83	0.79	69	15	801206	968587	968981	919813	1039361	1266727	1833647	1289285	1157242	238067	1317331	1660909	775669	1453588	1015932
F22990	232.129	161.84	160.23	164.24	7202	5545473	0.71	0.87	8	15	331504	391804	339487	373144	285135	355879	759755	518415	242212	32893	295246	583213	401584	368759	324039
F22991	232.129	272.62	269.68	275.83	7202	27827396	1	0.97	122	15	1809354	2193270	2098659	1557583	1722462	1585319	2311172	1586825	1771765	1171591	1952544	2274513	1532601	1806617	2202214
F22992	232.129	280.64	278.51	283.05	7202	15887075	1	0.96	79	15	974937	1157431	1328619	942713	1078720	832850	1531450	1195297	1045498	716918	1210110	1066782	813192	1021305	989253
F22993	232.129	287.6	286.53	290.27	7202	5470858	0.78	0.72	62	15	431699	518771	530876	252522	168247	255358	473047	297256	333835	176394	278275	635589	367099	454978	260827
F23006	232.1333	157.82	154.61	160.23	7204	4857142	1	0.86	393	4	0	0	0	0	865650	0	1736952	0	0	0	1003171	1261580	0	0	0
F23007	275.2047	149.8	146.59	152.21	8706	7759600	0.99	0.92	27	11	0	530316	639801	716035	463795	916257	638527	789621	275663	0	933513	624697	0	1314495	0
F23008	275.2047	154.61	152.21	157.29	8706	8297053	1	0.93	41	12	0	588276	503358	592645	576843	852605	990245	458581	386724	261634	804563	809615	0	1487994	0
F23009	275.2047	185.64	182.43	188.84	8706	8577885	1	0.98	42	12	0	693812	818415	696557	664654	680574	575543	725299	549444	694073	719821	946134	0	888195	0
F23010	275.2047	195.26	192.05	195.8	8706	6482998	1	0.96	46	12	0	289663	664757	443021	588853	486521	494146	489689	567948	979852	575561	575620	0	380682	0
F23011	275.2047	198.2	195.8	199.81	8706	9430471	1	0.79	50	12	0	604122	944763	783671	764959	826099	710009	1026374	725354	642580	836779	841364	0	768268	0
F23012	275.2047	201.15	199.81	204.35	8706	10831781	1	0.96	58	12	0	709368	710207	692235	1155047	912008	1130282	880912	968065	751167	959339	1086153	0	1070452	0
F23013	275.2047	211.34	208.1	214.55	8706	7334170	1	0.93	29	12	0	673601	573865	444536	681643	723024	560072	617038	523495	603367	572595	704497	0	764022	0
F23014	275.2047	215.88	214.81	218.82	8706	1337518	0.88	0.87	9	12	0	106569	92737	119568	68715	89701	68445	135747	174931	49786	108872	125972	0	151885	0
F23016	275.2581	729.76	726.82	732.43	8709	8911758	0.97	0.93	102	15	630571	87169	450484	325102	806629	850011	644248	757376	324702	701442	263536	794146	1033114	965751	299477
F23017	275.2581	755.7	752.49	758.91	8709	51250090	1	0.98	2498	15	2151764	2788828	2243116	1888573	2160126	2299079	1530579	10667732	4190018	6730771	1114757	3020302	1654979	2518319	6316147
F23018	275.2616	510.67	509.06	513.61	8710	15189494	1	0.86	1734	7	2341112	1768459	1756389	0	0	0	2219369	0	2324012	0	2543393	0	0	0	2254760
F23019	232.1387	40.69	39.36	42.57	7205	2458252	0.73	1	417	6	0	505283	371161	0	454130	0	264923	0	404912	0	0	0	0	0	470848
F23021	232.1387	957.19	955.85	958.53	7205	2532030	0.74	0.89	5	9	215987	0	400628	208578	0	148407	0	290496	0	0	146301	117248	0	655106	422213
F23022	232.1387	960.13	958.53	961.74	7205	3146724	0.73	0.83	4	10	210474	0	207739	474372	0	230143	0	125724	0	0	304049	472490	244471	497199	402664
F23023	232.1387	963.07	961.74	964.68	7205	3925340	0.74	0.94	6	10	594243	0	454196	427404	0	73035	0	460284	0	0	640907	347150	288633	342589	456573
F23024	232.1387	966.01	964.68	964.94	7205	2885433	0.73	0.96	5	3	0	0	0	0	0	0	0	128195	0	0	96020	86409	0	0	0
F23027	232.1387	977.51	976.71	979.92	7205	6154418	0.8	0.8	5	10	514442	0	466471	663105	0	514491	0	427214	0	0	695767	930159	463743	670222	578293
F23028	232.1387	981.26	979.92	981.79	7205	4190798	0.8	0.91	5	10	427770	0	616149	344647	0	537572	0	408365	0	0	313936	431164	407480	437036	396953
F23030	232.1387	987.41	984.2	990.35	7205	13202922	0.81	0.76	6	10	1155872	0	1737460	1794345	0	777884	0	1767611	0	0	1722054	755063	776799	1099260	1742664
F23031	275.2699	517.62	515.75	520.56	8711	3515944	1	0.94	114	5	0	0	0	0	653565	669249	0	514867	0	797818	0	920112	0	0	0
F23032	232.146	648.93	647.05	651.33	7206	44737724	1	0.94	5228	14	2618398	1554898	2712947	3834259	3474496	4401035	3332482	2513594	3611457	3696798	4402223	2067765	0	3062666	3471706
F23033	232.146	667.14	663.93	668.74	7206	6484657	0.96	0.91	74	14	207663	537221	403199	352214	539209	379294	901820	489007	355863	376448	816031	541987	0	251316	352385
F23034	232.1513	522.7	521.63	525.38	7207	979097	1	0.72	117	1	0	0	0	0	0	0	0	0	0	0	0	988487	0	0	0
F23036	275.2773	511.2	507.99	514.41	8712	1276995955	1	0.98	14	15	609886425	648013897	627681643	617170960	612714018	607786579	622855957	627069281	644705174	615749865	632328013	595956194	609432850	622872035	617379713
F23037	275.2896	510.93	509.6	512.81	8713	12283513	1	0.81	1782	8	1203423	1567910	1370146	1983561	0	0	1249798	0	1741036	0	1645907	0	0	1534732	0
F23038	275.2928	510.93	509.33	513.88	8714	30905097	1	0.93	3262	10	2997530	4260631	2999939	2961724	0	0	2681923	2673065	3578050	0	3811565	0	0	2139481	2819189
F23039	275.4619	323.7	321.56	326.91	8715	7154421	1	0.98	717	5	0	0	0	0	884074	0	0	0	0	1979355	1332431	1323471	1623312	0	0
F23040	275.5138	212.67	209.44	215.88	8716	2645295	1	0.93	153	3	0	0	764326	0	0	0	0	0	596505	0	1329267	0	0	0	0
F23045	165.1276	299.1	295.89	302.04	4922	15626317	0.91	0.95	8	15	974865	1432273	1228531	1159957	1082727	909638	1104666	1097022	1029097	1066191	734621	1040720	967181	1021581	1168628
F23049	165.1276	451.3	448.36	454.24	4922	35001423	1	0.98	10	15	2307730	2172791	2420074	2513714	2145927	2259252	2508497	2319519	2164505	2384280	2388710	2193686	2572304	2606974	2418533
F23050	165.1276	457.72	455.31	460.93	4922	38699044	1	0.98	11	15	2712090	2690701	2369915	2556854	2636840	2686810	2600391	2626871	2519844	2585722	2658936	2657469	2472565	2655983	2753641
F23051	165.1276	501.31	498.1	504.52	4922	55233846	1	0.94	14	15	3767299	3502738	3664668	3791699	3683226	3678131	3554577	3846971	3758761	3778010	3850309	3676443	3687070	3959418	3442214
F23053	165.1276	655.08	654.01	658.02	4922	10879910	0.91	0.76	13	15	791302	899125	519796	528130	502436	754783	1119938	690225	1115659	973519	1010958	607736	278123	676988	672113
F23058	275.5672	53.53	51.12	56.74	8717	65687551	1	0.92	1079	15	7405719	3178082	4328468	4575609	3567268	5012493	3805838	3463593	2178557	4133149	4695140	6878691	7050174	2534709	2967414
F23059	275.5672	88.83	85.62	91.5	8717	15019940	1	0.96	1075	15	1643772	1062013	897599	782290	883695	1022659	582134	556676	870210	764709	1230525	1756522	1615696	599582	882987
F23060	275.6167	537.68	535.54	540.09	8718	11179512	1	0.88	1485	11	1225228	859753	1277042	0	0	1082920	0	1469719	1094066	747405	878757	779698	764618	0	948546
F23061	165.1317	42.3	40.96	44.7	4923	17836418	1	0.94	2542	15	842183	1150483	1134832	1035361	1317326	1393097	1438320	1078522	963288	1202466	1777879	1229778	730273	1275619	1281991
F23065	275.6263	618.97	615.77	622.18	8719	12258627	1	0.96	761	8	3653184	645273	987277	1025677	806208	1082381	0	0	3183900	0	0	0	0	0	1044492
F23066	275.6707	646.52	643.58	649.73	8720	312753249	1	0.98	24719	15	18517644	19751965	20711837	20296612	21455966	22258903	22631013	18050753	19057344	20672772	28606809	22289988	16780478	19198393	22496772
F23067	275.6778	678.92	677.05	681.33	8721	11445111	0.83	0.82	909	14	971040	645853	739509	938649	815242	769158	1045270	1204707	0	602602	1005767	627776	1046434	558768	491336
F23068	275.9205	40.69	39.36	42.03	8722	22025242	1	1	4349	15	1536312	1444493	1723037	1416815	1756704	1580017	707681	1383380	2072683	1082236	1386753	1733435	1686332	1563264	963100
F23069	275.9596	39.36	38.02	41.5	8723	57568924	1	0.99	11904	15	5729117	4066480	4040673	4092920	4249165	3953687	2097217	2816640	4551808	2587705	3344712	3745099	4307344	3794487	4507739
F23070	125.0694	53.26	51.12	56.47	3372	79419055	1	0.96	10987	15	4198735	5435064	4871502	6465783	5370946	5387605	6335219	7862166	5025110	4422132	5678705	4166474	5044330	4994105	4262884
F23071	125.0694	92.04	88.83	94.98	3372	12277268	1	0.99	1196	15	619316	717576	821380	837148	677317	890644	1214215	1063025	817981	251179	944618	1124745	615125	1050812	739323
F23072	165.1639	599.99	597.31	602.93	4924	1835869	1	0.96	37	4	0	0	0	0	447382	0	635889	0	383417	0	0	429963	0	0	0
F23073	275.9776	42.03	40.69	43.64	8724	680082	1	1	87	1	0	0	0	0	0	0	700114	0	0	0	0	0	0	0	0
F23074	275.9835	766.4	763.99	769.6	8725	5944480	1	0.96	524	4	0	0	0	0	1110556	688361	0	0	0	2445032	0	0	0	1814865	0
F23075	276.0012	40.96	39.36	42.83	8726	34986660	1	0.92	4596	13	4690528	2160824	1734916	2325834	1617469	2453644	0	654506	3383505	850764	0	3216850	3554776	4175908	4181136
F23076	276.0012	667.67	665.27	670.9	8726	11895764	1	0.94	1168	13	188161	924592	806675	838429	991837	716970	0	867210	302231	2564467	0	844419	221650	2563417	87706
F23077	165.5237	44.97	42.83	47.91	4928	23070512	1	0.97	2626	15	1474766	1252514	1695546	1486050	1684789	1255384	813651	894991	1363838	1134978	1046439	2609992	2169070	2098875	2290774
