id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F375	71.6105	729.49	726.55	732.43	170	9205842	0.82	0.89	9	15	295909	752111	573871	786842	649021	698372	648045	449348	489188	459475	1652734	457762	410371	483986	421807
F378	71.7484	362.21	360.34	364.61	177	2777489	1	0.99	344	4	0	0	0	779290	0	0	653664	611953	0	0	0	749589	0	0	0
F379	71.8253	527.78	525.38	530.99	179	3122656	1	0.95	358	5	0	758193	0	0	643772	0	0	0	0	0	0	0	527642	482203	732858
F382	71.8264	527.51	525.11	530.72	180	73654944	1	0.99	6873	15	5189488	4947680	4850767	4945440	4600780	4743968	5204621	4315932	4414769	3932706	6000378	5022362	4430390	5647049	5430614
F383	71.9311	362.21	360.87	363.55	181	1398639	1	0.98	244	9	0	201624	0	111811	84745	223139	0	159383	142299	0	0	0	223213	154739	61307
F384	71.932	362.48	359.8	364.88	182	8393598	1	0.97	813	11	1118615	710588	807534	564511	816347	688750	0	886591	618410	0	0	0	849287	831185	521789
F385	71.936	765.59	762.65	768.8	184	3737410	1	0.99	318	3	1282823	0	0	0	0	0	0	0	0	1772128	0	752994	0	0	0
F386	71.9371	527.51	525.64	529.92	185	13887204	1	0.95	1484	14	1432384	1275040	378358	1314139	1237881	219564	1395207	196649	1122484	950753	1597440	150617	1184148	0	1449540
F387	71.9371	766.13	762.92	769.34	185	90999258	1	0.98	7391	14	7430399	6448689	6504058	5841496	6507265	6446516	5593553	7046297	5376159	8595440	7520103	5424526	6815683	0	5474074
F388	71.9379	527.51	524.84	530.72	186	6355814	1	0.99	596	5	0	0	1301971	0	0	1140982	0	1130344	0	0	0	1249311	0	1556215	0
F389	71.9692	362.48	360.6	364.08	188	11061265	1	0.96	1380	12	917481	979174	0	881023	968794	769781	1080660	902879	907590	0	955391	1028537	633902	0	926166
F390	71.9937	866.52	863.58	869.73	191	1567777	1	0.92	101	1	0	0	0	0	0	0	0	0	0	0	0	1617304	0	0	0
F399	72.0286	36.41	33.74	39.09	198	34751634	1	0.97	7	15	3365021	2363470	2194973	2368351	2410215	2537527	1057063	1092006	3461034	959412	1898400	2964622	2676470	2207539	3216531
F402	128.1072	174.94	171.73	178.15	3524	34146612	0.89	0.89	3	15	2876638	3027252	2756147	2532464	2695602	2920714	2960712	2351678	3029018	2395289	2582097	3340024	2633100	3304632	2669274
F434	95.0429	766.66	765.33	767.73	1920	2832689	0.74	0.89	3	10	0	0	331382	0	146922	240879	0	222463	368874	143138	0	205531	413527	220625	469454
F440	72.0476	766.13	763.45	768.27	203	2227594	1	0.95	199	7	0	0	276262	0	365871	287106	282597	0	425275	0	0	399232	210259	0	0
F441	72.0486	766.13	763.45	769.07	204	29227527	1	0.97	2405	15	2207327	1855958	1907045	1726821	1891366	1946154	1647415	2217738	1596572	2545131	2351609	1640843	2146785	1978009	1626522
F452	72.0815	36.41	33.21	39.62	211	317074379	1	0.95	5	15	37507894	19351243	18138827	19417313	19137103	19284910	10954352	10861694	37703273	8654243	12441356	16908155	17783821	15162271	24010176
F453	72.0815	53.26	50.86	56.47	211	213171850	1	0.84	3	15	15397276	11494687	12203526	13662107	13548216	11943763	9847887	10705560	19138715	12349041	12888863	16638793	13472165	13161889	11044428
F454	72.0815	988.48	882.31	990.35	211	11730539678	1	0.98	3	15	1360568263	1084429089	1302639155	1492141890	1539978686	1586888756	1443232070	1553918225	1258261043	1270957775	1345056673	1509292778	1500652337	1532166820	1277169769
F456	168.5597	424.56	421.35	427.77	5030	15368221	1	0.93	1404	7	0	1063259	953170	1087980	893492	1065125	7430358	0	0	0	0	0	0	2899837	0
F458	72.1249	867.32	865.45	870.53	215	2253093	1	0.98	213	2	0	1182535	0	0	1097304	0	0	0	0	0	0	0	0	0	0
F459	72.2109	335.73	333.86	337.34	218	20121242	1	0.99	2523	15	1542182	1258588	1221405	1217030	1284584	1510531	1842939	1414949	1208502	1061646	1374685	1488362	1088725	1354487	1331745
F460	72.2666	332.52	329.85	333.86	219	2117997	1	0.92	257	11	119160	121434	99763	429499	284732	0	401959	0	0	74020	229423	238872	151079	0	101569
F461	72.2666	335.73	333.86	337.61	219	3075571	1	1	417	4	0	851776	0	0	0	687159	0	777279	765569	0	0	0	0	0	0
F462	72.2666	376.11	374.51	377.72	219	1575384	1	1	247	13	149084	160067	149346	124699	63463	0	253874	25462	0	108032	190928	83364	63397	153950	149081
F464	168.5651	35.61	34.01	38.02	5031	32342335	1	0.95	6	15	2995784	2373345	2393957	2147613	2023255	2277799	1154699	1212983	3141211	1143548	2004109	2102465	2144264	2110942	3132361
F469	168.5729	390.3	387.9	393	5032	14462161	1	0.92	1732	15	1049960	696677	950045	1088476	1190664	1391847	905669	1198857	733283	722324	918480	695243	718085	1003573	1052747
F478	72.2683	331.99	329.85	333.86	220	23682005	1	0.99	3104	15	1543834	1451406	1480789	1518491	1617141	1646615	2283640	1862369	1669937	1437049	1701619	1647697	1540280	1601639	1357850
F479	72.3167	38.82	37.48	39.89	222	7646391	1	1	1981	12	599785	747335	763269	654947	638363	702928	0	611824	0	583230	540400	0	633192	635635	545483
F480	168.9638	42.03	40.16	43.64	5035	13952450	1	0.98	2364	14	1011498	824050	1020597	1344058	1052873	996982	758392	497387	1884201	1009905	1394999	925345	514599	731564	0
F481	72.3231	331.72	330.39	333.33	224	966613	1	0.97	134	8	0	119176	0	83896	119506	97286	420360	0	0	149070	50799	0	34282	0	0
F482	72.324	331.72	330.39	333.33	225	10438231	1	0.96	1508	12	1015760	687800	886697	895499	1030791	753869	1382870	1016620	0	816406	547176	988902	739505	0	0
F483	168.9667	38.29	36.68	41.5	5036	9838672	1	0.95	85	14	0	672208	659980	727943	671544	604991	1339894	1211545	581658	1026157	563835	473394	676003	416246	330486
F487	128.1209	900.5	899.16	901.83	3528	1893826	0.78	0.87	3	13	79920	58944	0	79356	76507	388884	52293	228923	91101	57562	0	224841	63514	433196	134261
F488	128.1209	903.17	901.83	904.51	3528	1839292	0.79	0.84	3	13	0	58944	0	109815	91329	106406	51458	154966	140928	99067	42025	276054	430206	193944	139939
F489	128.1209	908.52	906.65	911.73	3528	3348196	0.77	0.87	3	13	0	0	34896	133045	304364	296093	94699	299726	279245	223179	38238	372077	425249	489564	349044
F490	128.1209	916.81	914.94	919.22	3528	2784579	0.78	0.89	4	12	0	92499	0	56894	53207	182589	62023	332640	168948	176741	0	519019	494360	341983	270817
F494	128.1209	930.98	929.91	931.78	3528	1426330	0.79	0.86	3	11	55307	0	109061	161045	0	168359	0	112014	0	66885	77446	177787	319585	77289	160642
F495	128.1209	934.46	931.78	937.67	3528	5457975	0.78	0.79	5	14	180215	0	677824	154197	259059	605090	71816	276891	138611	604298	392081	471107	397705	932928	279647
F497	128.1209	953.18	950.24	955.85	3528	4270657	0.78	0.82	5	15	81215	199810	380277	73087	476446	627658	72599	271458	141223	220841	299142	483117	262631	527112	278270
F498	128.1209	957.19	955.85	959.6	3528	2704583	0.78	0.76	4	14	146463	73893	314724	89662	214049	285482	0	120399	223491	181605	188393	226073	254976	235583	165480
F499	128.1209	963.07	962.27	964.41	3528	1731331	0.77	0.96	3	11	0	137761	81975	134510	0	0	0	89564	105520	72031	87704	386708	144632	255215	350596
F500	128.1209	966.28	964.41	968.96	3528	2700253	0.78	0.82	3	13	243238	151550	103451	0	142407	292112	66929	155521	0	325165	87704	412275	525576	62572	185542
F503	128.1209	979.39	976.44	980.72	3528	3706066	0.8	0.85	3	13	110682	70531	227899	0	265386	455595	193055	506383	351940	80026	0	225167	938209	219448	79821
F505	72.377	527.78	525.38	530.72	228	32508207	1	0.97	3165	15	2262186	2361249	2100210	2127703	2186157	2172731	1994690	1437922	1978253	1468582	2977527	2537369	1967103	2430633	2526892
F506	72.4885	272.62	269.41	275.56	230	78330254	1	0.99	8032	15	597918	6906563	6745542	6116357	6630195	5952416	653260	475643	5966793	6089231	7138355	6619284	5715532	5987323	6185459
F507	72.4885	376.38	375.58	377.72	230	878863	0.75	0.94	181	3	287359	0	0	0	0	0	334471	266033	0	0	0	0	0	0	0
F508	72.4885	576.99	573.78	580.2	230	16893503	1	0.93	1037	15	118231	1124826	1385628	1327379	1578126	1464501	315669	35962	1299444	1147456	1634511	1618728	1309390	1414467	1144185
F509	72.4897	263.8	262.73	265.13	231	1379457	0.9	0.96	250	3	464268	0	0	0	0	0	577691	347498	0	0	0	0	0	0	0
F510	72.4897	272.35	269.95	275.56	231	99830861	1	0.98	10210	3	31791901	0	0	0	0	0	35989306	29739371	0	0	0	0	0	0	0
F511	72.4897	576.19	574.05	579.4	231	4176611	0.92	0.85	276	3	1332900	0	0	0	0	0	1720450	1144261	0	0	0	0	0	0	0
F512	128.6062	648.66	647.86	649.73	3530	603440	1	0.85	66	3	0	0	318303	0	0	0	0	0	0	0	0	148444	0	0	144695
F513	72.4902	263.8	262.19	265.67	232	5226962	0.91	0.92	797	12	0	61742	475137	542800	569992	612391	0	0	229613	312633	507171	692005	285076	595316	357086
F514	72.4902	272.62	269.41	275.83	232	384259890	1	0.99	38818	12	0	34119998	34007538	30133417	32301743	30046027	0	0	29685897	30692859	36133927	33865318	28887728	30085308	31316594
F515	72.4989	843.2	840.79	846.44	234	2462395	1	0.96	198	6	0	0	666550	0	338763	0	280105	0	0	0	824280	351897	0	28317	0
F516	72.4989	876.96	873.75	879.37	234	2786669	1	0.94	252	6	0	0	653494	0	497324	0	316945	0	0	0	1094905	178973	0	74943	0
F517	72.5	843.74	840.53	846.97	235	55806482	1	0.98	2701	15	4141859	3450920	3992516	3754024	3650224	3853662	2378085	4562736	2628594	7505965	3525310	2511299	4712235	2668305	2495748
F518	72.5	876.16	872.95	879.37	235	64503794	1	0.99	5233	15	6210240	4402323	4324135	3796878	3831088	3681635	2637348	5228350	2605926	10387466	5508607	1781894	5671642	2278126	2183136
F519	72.5435	331.99	330.39	333.86	238	3306058	1	0.99	441	5	629297	0	0	0	0	0	853012	626901	0	0	630771	0	0	654114	0
F520	72.5668	520.83	517.89	524.04	240	91993913	1	0.96	3914	15	6082484	6055882	6330718	6233121	6145368	6027983	6225489	6037677	6180155	6211990	6134102	6129678	6009612	6173155	6040499
F521	72.5992	331.72	330.12	333.33	241	2006295	1	1	321	7	0	0	239568	0	292968	367251	0	0	237112	0	302763	302366	0	346339	0
F522	72.6005	272.62	270.75	274.49	242	10843193	1	0.96	1351	7	0	1720308	1609474	1504532	0	0	0	0	1392856	0	0	1624845	0	1425215	1415336
F528	72.6017	272.62	269.41	275.83	243	140130665	1	0.99	14416	15	9320071	9960538	9894349	8662864	9236092	8689603	10679927	8759494	8429975	8650986	10792529	9772363	8210586	8652243	8902736
F529	72.6017	331.99	330.65	333.06	243	1047932	0.94	0.77	203	3	0	0	0	0	0	0	438356	336079	0	0	0	0	283497	0	0
F530	72.6092	838.92	836.52	841.33	245	3596972	1	0.99	385	9	376943	197068	331948	234700	0	295246	0	421474	0	801889	434566	0	522144	0	0
F531	72.6105	843.2	840.79	845.07	246	1899244	1	0.98	205	10	196357	162074	187473	119925	233801	330282	0	45399	0	279282	283484	0	78174	0	0
F532	72.6105	876.16	873.49	878.3	246	2669960	1	0.99	163	10	243712	348218	320261	172372	250957	275052	0	247161	0	331016	281944	0	218275	0	0
F533	72.6115	843.74	841.06	846.44	248	14057963	1	0.98	1265	11	1301608	942074	1182506	1238913	1050264	1201944	596674	1387633	0	2343838	1322925	0	1510584	0	0
F534	72.6115	876.16	874.02	879.1	248	17559159	1	0.99	1769	11	1989070	1310389	1412530	1114588	1076760	1118112	711215	1576385	0	3637101	1812062	0	1820947	0	0
F537	72.7024	782.17	779.23	785.38	250	5130166	1	0.99	511	4	0	0	0	1207289	1151118	0	0	1724793	0	0	1070975	0	0	0	0
F549	72.7036	782.44	779.5	785.65	251	86216476	1	0.99	8018	15	8071651	7217084	6508865	7123245	7002586	6505766	1585142	9900325	1833725	9934129	5960530	1144642	9946552	1991938	1514296
F550	72.7121	272.62	270.75	273.96	252	818684	1	0.96	130	4	158640	0	200587	0	0	0	0	0	0	0	220794	0	238329	0	0
F552	72.7131	272.62	269.95	275.3	253	21960979	1	0.99	2500	15	1482508	1453801	1631006	1302888	1371984	1468904	1734285	1391437	1270868	1367165	1658658	1500686	1339255	1283557	1443716
F553	72.7239	857.67	855.26	860.91	255	4203997	1	0.99	98	6	844938	0	462701	549077	0	0	0	555965	0	1240226	0	0	573100	0	0
F554	72.7239	905.84	902.9	909.05	255	9494329	1	0.99	225	6	1268952	0	933112	789636	0	0	0	1205132	0	3708094	0	0	1625387	0	0
F555	128.9983	44.17	40.96	47.38	3539	3900323	1	0.94	325	4	0	0	0	0	757538	0	0	0	0	0	594267	0	0	1351775	1246518
F569	169.0357	53.26	51.39	56.47	5041	18885935	1	0.93	1534	12	1717329	1557447	0	0	1081857	1701280	1524628	0	2104572	1288251	1930835	2336297	1556737	1301126	805576
F570	169.0357	76.53	73.32	79.2	5041	2954864	1	0.93	156	12	343913	223734	0	0	265412	188427	164114	0	405937	83220	187388	459335	283908	234166	138310
F571	72.8129	702.19	698.98	705.13	262	38278843	1	0.95	38	15	2492781	2609543	2597010	2856550	3022666	2887800	2192798	2761909	2045843	2331141	2612029	2108544	2794090	2760293	2229846
F572	72.8129	727.62	724.41	730.83	262	54268418	1	0.97	210	15	3435848	3967617	4172131	4182637	4060136	4283577	2554709	3943141	2886466	3051363	3840641	3244574	3721596	3772690	3176292
F573	169.046	36.41	35.08	37.75	5042	75354481	1	0.98	4	15	15215948	10611773	9547577	10762544	10601852	10524636	4786870	4360346	16035162	3898285	8616574	11944052	10052021	9674431	14500088
F574	72.8151	782.17	779.77	785.11	265	24295682	1	0.99	2291	10	2510186	2408924	2080988	2226803	2077308	2024240	0	3104135	0	2971659	1754848	0	3157591	0	0
F575	72.8176	520.83	518.69	523.77	266	10279947	1	0.91	1097	11	824452	1089418	946390	0	0	844291	1016879	1156417	911659	893952	0	0	758057	1050633	807799
F580	95.0624	947.83	946.76	949.43	1930	2467672	0.71	0.9	3	14	123420	280132	310825	57912	59740	104126	204840	69716	328414	57179	361324	108691	101850	0	170778
F584	95.0624	963.61	962.27	964.94	1930	2767091	0.71	0.85	3	13	318114	273538	505701	101393	64154	86247	97373	83462	330987	56754	530923	147299	0	0	119814
F593	169.0501	173.07	171.19	176.01	5044	12341405	0.88	0.81	15	15	734209	638233	426189	824026	507916	978847	1462073	444076	955014	585969	794706	1315687	536481	1466677	690302
F597	169.0573	262.19	260.05	264.87	5045	3726737	1	0.99	249	7	0	0	430825	569401	0	0	1085591	0	639533	0	639024	119737	261634	0	0
F598	169.0585	42.03	40.16	44.7	5046	85734692	1	0.99	11654	15	10573543	5833460	5602890	5997238	5998792	5743988	3993488	4214699	12813843	2620263	4749917	4013519	4801884	3925409	4869759
F599	169.0585	262.19	260.05	263.8	5046	3309301	1	0.89	294	9	57868	439115	0	0	827832	565347	33740	619328	0	270128	0	0	0	357395	153548
F601	129.0037	920.29	918.95	922.69	3540	3111205	0.74	0.76	3	14	414032	100189	296904	355158	0	195643	168307	53949	384306	55773	501552	89774	262268	229888	73598
F603	129.0037	931.78	929.65	932.85	3540	3634306	0.77	0.82	5	15	270088	113218	125799	215662	372573	91558	308226	420162	227642	295462	194378	353530	238778	111072	399291
F604	129.0037	934.46	932.85	934.73	3540	2484537	0.77	0.87	5	14	154806	168750	59717	235897	185063	77161	128486	346079	214569	0	99349	144193	190753	131002	240533
F605	129.0037	935.53	934.73	937.67	3540	5731309	0.77	0.71	5	15	285919	59232	165174	204343	350311	290845	128516	376207	283098	361583	221645	190795	263007	171064	260450
F607	129.0037	941.95	940.88	942.75	3540	2415392	0.77	0.8	4	13	129844	71743	0	0	196653	188477	75308	204243	210582	174383	121074	252257	250410	161107	201944
F609	129.0037	952.64	951.57	954.52	3540	3573770	0.78	0.96	6	13	300676	227296	215318	312517	418299	321223	0	93114	376617	0	144110	436084	187119	402113	139523
F610	129.0037	959.06	956.12	961.2	3540	6798784	0.78	0.8	6	15	249959	837381	419848	667067	528817	477400	416473	297048	601887	101490	297616	335887	490000	491065	637819
F612	129.0037	971.9	971.1	972.97	3540	1969796	0.75	0.84	3	12	263185	98019	195155	75949	153119	173460	179335	170999	275401	0	146064	162790	0	0	139203
F613	129.0037	973.77	972.97	974.57	3540	1873471	0.75	0.98	3	13	72091	125538	84293	226154	70528	149915	242300	92374	0	98186	163084	284394	228517	70256	0
F616	95.1818	903.71	901.83	906.38	1937	1356828	1	0.99	139	1	0	0	0	0	0	0	0	0	0	1374836	0	0	0	0	0
F617	95.5235	45.51	43.64	48.72	1939	63370544	1	0.95	13	15	2581317	4135190	3805150	3872446	3803451	4484871	5532297	4864519	2144895	4347441	5217383	5235036	4543181	5483280	3924285
F632	169.0755	394.61	392.2	397.28	5050	10391885	1	0.9	139	14	813357	728195	1009044	907230	816833	1211559	625059	669628	511778	643871	632855	573619	0	420153	745572
F633	169.0755	413.33	411.19	416.27	5050	13637193	1	0.93	66	14	1064898	982589	931880	1107786	1034216	1090882	764788	1081257	868041	926146	868186	592740	0	958805	1384979
F634	129.0148	36.15	33.21	38.55	3541	30702785	1	0.96	12	13	2840865	3006431	2337152	1546241	2141274	1997256	1106835	0	4035953	0	2009041	2370938	1820638	2007749	3503412
F635	129.0165	36.68	33.74	38.29	3542	9495387	0.88	0.95	44	13	156931	0	980466	0	1026565	1269826	358701	44108	1379371	202603	923008	956246	35815	868441	1311306
F639	129.0182	52.73	49.52	54.6	3543	28397732	1	0.94	56	15	2755678	2068183	1388372	1226506	2137600	1019044	343883	154379	6314779	829125	551242	2595541	909242	3269326	2854832
F645	73.0273	667.67	664.46	670.9	278	5426873	1	0.96	38	15	126905	397470	487828	384407	362696	401175	42077	337807	209786	872796	200332	377441	39929	1093803	128198
F649	169.086	398.89	395.68	402.09	5052	306839681	1	0.99	23	15	45129243	21264416	20610117	21286584	20068188	19861037	23557225	35846353	43009686	7794438	18773574	1648129	18025429	5125344	5807241
F658	129.0202	36.41	33.21	39.62	3544	945715374	1	0.99	12	15	103686988	74273639	65749842	70822878	68109209	69596248	34727475	31813194	106242539	27451593	58068413	80294670	68108837	68222847	97017714
F663	73.0388	272.35	270.75	273.42	282	914805	1	0.97	166	7	63958	0	0	0	135382	0	207583	78303	122414	0	0	135123	0	183045	0
F664	73.0388	576.19	572.98	577.52	282	5389658	1	0.89	412	12	202611	318013	0	374419	702846	669485	395334	377882	371605	438685	546594	541287	0	438990	0
F665	73.0388	579.66	577.52	582.87	282	4869565	1	0.97	409	12	477554	492626	0	373296	371433	478788	390144	338744	607748	310540	230089	423174	0	364491	0
F666	73.0397	272.35	269.41	275.56	283	46153450	1	0.99	5214	15	3050932	3057426	3095594	2982511	2995347	2963619	3656291	3086708	2712161	2290406	3553139	3266764	2652037	3106066	3135127
F667	73.0397	577.52	574.31	580.73	283	63551958	1	0.96	3452	15	4432858	3538285	4314432	4204931	4267771	4141080	5119936	4277895	4046445	3614545	5059605	4403162	3574391	4244777	4336845
F671	129.0227	36.15	32.94	39.36	3545	252460549	1	0.98	14	15	25512675	18648979	15891364	17078567	16775347	17162004	8691253	8031642	26512393	6915835	14099794	20606096	16963450	16656372	22939778
F676	73.0406	272.62	269.41	275.83	284	229736290	1	0.99	24932	15	15444078	14676835	15168460	14171276	14633069	14770341	18541589	15545162	13830059	11663205	17129821	16703336	13716155	15563859	15460733
F677	169.0943	38.29	37.22	41.5	5054	48693927	1	0.82	6662	15	6047930	3438803	3609679	3183268	3422862	3628428	1635483	1682006	4068898	1907682	3372600	3431846	3938612	2339772	3202748
F678	169.0943	533.93	530.72	537.14	5054	38036225	1	0.97	196	12	3148532	0	0	3069664	3141792	3063189	3129774	3209611	2932866	3168637	2909838	0	3405219	3384503	3497600
F679	169.0943	544.9	541.69	547.84	5054	39160229	1	0.92	283	12	3170927	0	0	3166134	3013730	3192212	2992135	3169203	3427089	3518271	3544034	0	3023982	3549836	3416676
F680	73.0484	947.29	944.09	950.5	286	4268348	1	0.97	21	9	0	176031	117101	0	0	98069	42666	257947	0	3323817	0	162664	88659	97308	0
F683	129.0443	47.91	46.31	50.59	3550	15878974	1	0.96	948	14	1048135	1124864	1016663	1039467	1005490	1140325	939387	1801201	0	1003112	1292890	1000200	1497941	1034200	952099
F684	73.0494	843.2	840.79	846.44	287	3794074	1	0.96	310	12	526813	0	319856	0	197176	206874	101554	285763	0	666682	411868	344558	283303	314497	143898
F685	73.0494	876.16	873.49	879.37	287	6639381	1	1	624	12	896392	0	484990	0	417949	254474	164077	792116	0	1610360	732385	156101	614351	192535	352516
F686	73.0506	843.47	840.53	846.7	288	34781244	1	0.99	2900	15	2632799	2036437	2209903	2208379	2367537	2030105	1509536	2722563	1476390	5106496	2639895	1451527	3078064	2072510	1263103
F687	73.0506	876.16	872.95	879.37	288	54706177	1	0.99	5099	15	5546879	2874926	3246302	3477899	3439487	3491818	1675990	4955094	2148719	8441147	4621279	1640955	5240038	1889006	2041638
F688	129.0524	39.09	36.15	42.3	3551	35622555	1	0.98	4	15	2079647	4123167	2614913	2136658	1913140	1682861	3014062	2366897	3258301	2344036	2740186	1755547	1655504	1751745	2422783
F714	73.0655	196.06	193.12	199.27	291	7641275	0.98	0.96	19	8	1122937	0	1220693	0	0	1333617	1022508	560576	0	0	0	0	804429	931114	688359
F716	73.0655	269.95	266.74	272.09	291	9018799	0.97	0.87	15	8	1175001	0	1053488	0	0	1152046	1315008	949254	0	0	0	0	1062050	1312943	1034495
F717	73.0655	275.56	272.62	278.77	291	8383029	0.97	0.98	14	8	1074890	0	992747	0	0	943710	979901	1221713	0	0	0	0	892402	1145613	999123
F719	73.0655	533.93	530.99	536.34	291	4169815	0.94	0.99	89	8	584472	0	402439	0	0	444146	381560	673199	0	0	0	0	686573	539123	431536
F738	129.0643	53.53	51.12	56.74	3553	82027772	1	0.97	9095	13	5256421	5659207	6025260	0	5828237	6635532	0	9408378	5930109	5640218	7215333	6273091	6545414	6444610	5187962
F739	129.0643	91.77	89.1	94.71	3553	12527639	1	0.98	1112	13	648054	1075952	891851	0	1143660	910702	0	1169444	1181751	302788	1047979	1304119	847025	1146756	997545
